,0
OJays,"The O'Jays are an American R&B group from Canton, Ohio, formed in 1958 and originally consisting of Eddie Levert (born  June 16, 1942), Walter Lee Williams (born  August 25, 1943), William Powell (January 20, 1942 – May 26, 1977), Bobby Massey (born 1942, Canton) and Bill Isles (January 4, 1941  – March 28, 2019).  The O'Jays made their first chart appearance with ""Lonely Drifter"" in 1963, but rea"
Oliver,"William Oliver Williams (1823–1901) was an English figurative and genre artist based in London who specialised in paintings of young women. He used the professional name William Oliver. He has sometimes been mistakenly referred to as 'William Oliver the Younger' or 'William Oliver II'. He was, however, not (as implied) related to the artist William Oliver (1804–1853).


== Life and family ==
Olive"
OliviaNewtonJohn,"Dame Olivia Newton-John  (born 26 September 1948) is a British-Australian singer, songwriter, actress, dancer, entrepreneur and activist. She is a four-time Grammy Award winner who has amassed five number-one and ten other top-ten Billboard Hot 100 singles, and two number-one Billboard 200 albums. Eleven of her singles (including two Platinum) and 14 of her albums (including two Platinum and four "
Orleans,"New Orleans (, locally ; French: La Nouvelle-Orléans [la nuvɛlɔʁleɑ̃] (listen)) is a consolidated city-parish located along the Mississippi River in the southeastern region of the U.S. state of Louisiana. With an estimated population of 390,144 in 2019, it is the most populous city in Louisiana. Serving as a major port, New Orleans is considered an economic and commercial hub for the broader Gulf "
OtisRedding,"Otis Ray Redding Jr. (September 9, 1941 – December 10, 1967) was an American singer, songwriter, record producer, arranger, and talent scout. He is considered one of the greatest singers in the history of American popular music and a seminal artist in soul music and rhythm and blues. Redding's style of singing gained inspiration from the gospel music that preceded the genre. His singing style infl"
PartridgeFamily,"The Partridge Family is an American musical sitcom starring Shirley Jones and featuring David Cassidy. Jones plays a widowed mother, and Cassidy plays the oldest of her five children, in a family who embarks on a music career. It ran from September 25, 1970, until March 23, 1974, on the ABC network as part of a Friday-night lineup, and had subsequent runs in syndication. The family was loosely bas"
PatrickHernandez,"Patrick Hernandez (born 6 April 1949) is a French singer who had a worldwide hit with ""Born to Be Alive"" in 1979.


== Biography ==
Born to a Spanish father and an Italian mother in Le Blanc-Mesnil, Seine-Saint-Denis, Hernandez grew up in the 1960s and was interested in music. He toured dancehalls and ballrooms in southern France with a number of groups over the next decade. Hernández met his musi"
PattiSmith,"Patricia Lee Smith (born December 30, 1946) is an American singer-songwriter, musician, author, and poet who became an influential component of the New York City punk rock movement with her 1975 debut album Horses.Called the ""punk poet laureate"", Smith fused rock and poetry in her work. Her most widely known song is ""Because the Night"", which was co-written with Bruce Springsteen. It reached numbe"
PaulMauriat,"Paul Julien André Mauriat (French: [pɔl mɔʁja] or [moʁja]; 4 March 1925 – 3 November 2006) was a French orchestra leader, conductor of Le Grand Orchestre de Paul Mauriat, who specialized in the easy listening genre. He is best known in the United States for his million-selling remake of André Popp's ""Love is Blue"", which was #1 for 5 weeks in 1968. Other recordings for which he is known include ""E"
PaulMcCartney,"Sir James Paul McCartney  (born 18 June 1942) is an English singer, songwriter, musician, composer, and record and film producer who gained worldwide fame as co-lead vocalist and bassist for the Beatles. His songwriting partnership with John Lennon remains the most successful in history. After the group disbanded in 1970, he pursued a solo career and formed the band Wings with his first wife, Lind"
PaulReversAndTheRaiders,"Iloilo City, officially the City of Iloilo (Spanish: Ciudad de Iloílo; Hiligaynon (Ilonggo): Syudad/Dakbanwa sang Iloilo; Tagalog: Lungsod ng Iloilo), is a 1st class highly urbanized city on Panay Island in Western Visayas (Region VI), Philippines. It is the capital city of the province of Iloilo where it is geographically situated but, in terms of government and administration, it is politically "
PaulSimon,"Paul Frederic Simon (born October 13, 1941) is an American musician, singer, songwriter and actor. Simon's musical career has spanned over six decades. He reached fame and commercial success as half of the duo Simon & Garfunkel, formed in 1956 with Art Garfunkel. Simon wrote nearly all of their songs, including US number-one singles ""The Sound of Silence"", ""Mrs. Robinson"", and ""Bridge over Trouble"
PaulYoung,"Paul Antony Young (born 17 January 1956) is an English singer, songwriter and musician. Formerly the frontman of the short-lived bands Kat Kool & the Kool Cats, Streetband and Q-Tips, he was turned into a 1980s teen idol by subsequent solo success. His hit singles include ""Love of the Common People"", ""Wherever I Lay My Hat"", ""Come Back and Stay"", ""Every Time You Go Away"" and ""Everything Must Chang"
PercyFaith,"Percy Faith (April 7, 1908 – February 9, 1976) was a Canadian bandleader, orchestrator, composer and conductor, known for his lush arrangements of pop and Christmas standards. He is often credited with popularizing the ""easy listening"" or ""mood music"" format. Faith became a staple of American popular music in the 1950s and continued well into the 1960s. Though his professional orchestra-leading ca"
PercySledge,"Percy Tyrone Sledge (November 25, 1941 – April 14, 2015) was an American R&B, soul and gospel singer. He is best known for the song ""When a Man Loves a Woman"", a No. 1 hit on both the Billboard Hot 100 and R&B singles charts in 1966. It was awarded a million-selling, Gold-certified disc from the RIAA.
Having previously worked as a hospital orderly in the early 1960s, Sledge achieved his strongest "
PeterFrampton,"Peter Kenneth Frampton (born 22 April 1950) is an English-American  rock musician, singer, songwriter, producer, and guitarist. He was previously associated with the bands Humble Pie and the Herd. After the end of his 'group' career, as a solo artist, Frampton released several albums including his international breakthrough album, the live release Frampton Comes Alive!. The album sold more than 8 "
PeterGabriel,"Peter Brian Gabriel (born 13 February 1950) is an English singer, songwriter, musician, record producer and activist. He rose to fame as the original lead singer of the progressive rock band Genesis. After leaving Genesis in 1975, he launched a successful solo career with ""Solsbury Hill"" as his first single. His 1986 album, So, is his best-selling release and is certified triple platinum in the UK"
PeterPaulAndMary,"Peter, Paul and Mary was an American folk group formed in New York City in 1961, during the American folk music revival phenomenon. The trio was composed of tenor Peter Yarrow, baritone Noel Paul Stookey and contralto Mary Travers.  The group's repertoire included songs written by Yarrow and Stookey, early songs by Bob Dylan as well as covers of other folk musicians. After the death of Travers in "
PeterSchilling,"Conceptual art, also referred to as conceptualism, is art in which the concept(s) or idea(s) involved in the work take precedence over traditional aesthetic, technical, and material concerns. Some works of conceptual art, sometimes called installations, may be constructed by anyone simply by following a set of written instructions. This method was fundamental to American artist Sol LeWitt's defini"
